pl_name;Nombre_etoile;Nombre_planete;Méthode ;Orbite;Rayon;Masse terrienne;Eccentricité;Insolation;pl_eqt;Inclinaison;Température_etoile;Masse_etoile;Luminosité;Distance
Kepler-265 c;1;4;Transit;17.02902786;;;;;;;5963.00;1.09;0.005;1280.2500000
Kepler-265 c;1;4;Transit;17.02885000;2.500;;0.000000;;781;89.380;6315.00;1.15;;1280.2500000
Kepler-265 c;1;4;Transit;17.02902105;2.410;;0.000000;78.73;760;89.950;6299.00;1.04;;1280.2500000
Kepler-265 c;1;4;Transit;17.02893700;2.630;;;;;;5835.00;;;1280.2500000
Kepler-265 c;1;4;Transit;17.02902105;2.410;;0.000000;78.73;760;89.950;6299.00;1.04;;1280.2500000
Kepler-265 c;1;4;Transit;17.02893963;;;;;;;5963.00;1.09;0.005;1280.2500000
Kepler-265 c;1;4;Transit;17.02902786;2.540;;0.000000;76.66;755;89.590;5839.00;0.88;;1280.2500000
Kepler-265 c;1;4;Transit;17.02902817;;;;;;;5963.00;1.09;0.005;1280.2500000
Kepler-265 d;1;4;Transit;43.13042000;2.570;;0.000000;;573;88.810;6315.00;1.15;;1280.2500000
Kepler-265 d;1;4;Transit;43.13080820;2.200;;0.000000;22.79;557;89.950;6299.00;1.04;;1280.2500000
Kepler-265 d;1;4;Transit;43.12984363;;;;;;;5963.00;1.09;0.005;1280.2500000
Kepler-265 d;1;4;Transit;43.13080820;2.230;;;;;;5883.00;0.98;;1280.2500000
Kepler-265 d;1;4;Transit;43.13121470;;;;;;;5963.00;1.09;0.005;1280.2500000
Kepler-265 d;1;4;Transit;43.13080820;2.200;;0.000000;22.79;557;89.950;6299.00;1.04;;1280.2500000
Kepler-265 d;1;4;Transit;43.13061700;2.490;;;;;;5835.00;;;1280.2500000
Kepler-265 d;1;4;Transit;43.13121470;2.390;;0.000000;22.21;554;89.520;5839.00;0.88;;1280.2500000
Kepler-265 d;1;4;Transit;;2.179;;;18.94;;;5871.00;;;1280.2500000
Kepler-265 d;1;4;Transit;43.13080820;2.200;;0.000000;22.79;557;89.950;6299.00;1.04;;1280.2500000
Kepler-265 e;1;4;Transit;67.83216380;2.390;;0.000000;12.14;476;89.980;5839.00;0.88;;1280.2500000
Kepler-265 e;1;4;Transit;67.83102400;2.590;;;;;;5835.00;;;1280.2500000
Kepler-265 e;1;4;Transit;67.83183090;2.350;;0.000000;12.46;479;89.950;6299.00;1.04;;1280.2500000
Kepler-265 e;1;4;Transit;67.83183090;2.460;;;;;;5883.00;0.98;;1280.2500000
Kepler-265 e;1;4;Transit;67.83183090;2.350;;0.000000;12.46;479;89.950;6299.00;1.04;;1280.2500000
Kepler-265 e;1;4;Transit;67.83266255;;;;;;;5963.00;1.09;0.005;1280.2500000
Kepler-265 e;1;4;Transit;67.82990000;2.510;;0.000000;;493;89.380;6315.00;1.15;;1280.2500000
Kepler-265 e;1;4;Transit;;2.184;;;10.35;;;5871.00;;;1280.2500000
Kepler-265 e;1;4;Transit;67.83183963;;;;;;;5963.00;1.09;0.005;1280.2500000
Kepler-265 e;1;4;Transit;67.83183090;2.350;;0.000000;12.46;479;89.950;6299.00;1.04;;1280.2500000
Kepler-265 e;1;4;Transit;67.83216380;;;;;;;5963.00;1.09;0.005;1280.2500000
Kepler-266 b;1;2;Transit;6.61834191;2.510;;0.000000;226.65;990;89.380;5888.00;1.05;;1370.7900000
Kepler-266 b;1;2;Transit;;2.584;;;230.40;;;5535.00;;;1370.7900000
Kepler-266 b;1;2;Transit;6.61836309;;;;;;;5510.00;0.97;0.012;1370.7900000
Kepler-266 b;1;2;Transit;6.61834191;2.510;;0.000000;226.65;990;89.380;5888.00;1.05;;1370.7900000
Kepler-266 b;1;2;Transit;6.61834191;2.210;;;;;;5516.00;0.91;;1370.7900000
Kepler-266 b;1;2;Transit;6.61836309;2.980;;0.000000;304.65;1066;89.820;5529.00;0.95;;1370.7900000
Kepler-266 b;1;2;Transit;6.61840000;2.450;;0.000000;;950;87.660;5634.00;1.06;;1370.7900000
Kepler-266 b;1;2;Transit;6.61833608;;;;;;;5510.00;0.97;0.012;1370.7900000
Kepler-266 b;1;2;Transit;6.61834191;2.510;;0.000000;226.65;990;89.380;5888.00;1.05;;1370.7900000
Kepler-266 b;1;2;Transit;6.61833000;2.480;;;;;;5885.00;;;1370.7900000
Kepler-266 b;1;2;Transit;6.61840926;;;;;;;5510.00;0.97;0.012;1370.7900000
Kepler-266 c;1;2;Transit;107.72157440;3.830;;0.000000;5.49;390;89.950;5888.00;1.05;;1370.7900000
Kepler-266 c;1;2;Transit;107.72157440;3.830;;0.000000;5.49;390;89.950;5888.00;1.05;;1370.7900000
Kepler-266 c;1;2;Transit;107.72157440;3.240;;;;;;5516.00;0.91;;1370.7900000
Kepler-266 c;1;2;Transit;107.72360100;3.890;;;;;;5885.00;;;1370.7900000
Kepler-266 c;1;2;Transit;107.72322181;;;;;;;5510.00;0.97;0.012;1370.7900000
Kepler-266 c;1;2;Transit;107.71430000;4.100;;0.000000;;374;89.380;5634.00;1.06;;1370.7900000
Kepler-266 c;1;2;Transit;107.72157440;3.830;;0.000000;5.49;390;89.950;5888.00;1.05;;1370.7900000
Kepler-266 c;1;2;Transit;107.72140920;;;;;;;5510.00;0.97;0.012;1370.7900000
Kepler-266 c;1;2;Transit;107.72155986;;;;;;;5510.00;0.97;0.012;1370.7900000
Kepler-266 c;1;2;Transit;107.72140920;4.750;;0.000000;7.39;421;90.000;5529.00;0.95;;1370.7900000
Kepler-266 c;1;2;Transit;;4.117;;;5.59;;;5535.00;;;1370.7900000
Kepler-267 b;1;3;Transit;;1.924;;;45.84;;;3783.00;;;264.9930000
Kepler-267 b;1;3;Transit;3.35373201;;;;;;;3886.00;0.54;-1.213;264.9930000
Kepler-267 b;1;3;Transit;3.35372800;1.980;;;;;;4258.00;;;264.9930000
Kepler-267 b;1;3;Transit;3.35373033;2.430;;;;;;3973.00;0.56;;264.9930000
Kepler-267 b;1;3;Transit;3.35400000;2.110;37.90000;;;;;;0.59;;264.9930000
Kepler-267 b;1;3;Transit;3.35373823;;;;;;;3886.00;0.54;-1.213;264.9930000
Kepler-267 b;1;3;Transit;3.35373033;2.120;;0.000000;34.69;619;83.650;3807.00;0.49;;264.9930000
Kepler-267 b;1;3;Transit;3.35373033;2.120;;0.000000;34.69;619;83.650;3807.00;0.49;;264.9930000
Kepler-267 b;1;3;Transit;3.35373033;2.120;;0.000000;34.69;619;83.650;3807.00;0.49;;264.9930000
Kepler-267 b;1;3;Transit;3.35373201;1.650;;0.000000;33.76;615;89.840;3789.00;0.47;;264.9930000
Kepler-267 b;1;3;Transit;;2.109;;;43.71;;;3868.00;0.59;-1.229;264.9930000
Kepler-267 b;1;3;Transit;3.35373139;;;;;;;3886.00;0.54;-1.213;264.9930000
Kepler-267 b;1;3;Transit;3.35372553;1.860;;;34.92;;;3886.00;0.54;-1.213;264.9930000
Kepler-267 b;1;3;Transit;3.35368204;1.790;;;;617;;3807.00;0.49;;264.9930000
Kepler-267 b;1;3;Transit;3.35400000;1.970;;;43.04;;;3878.00;0.55;;264.9930000
Kepler-267 b;1;3;Transit;3.35370700;2.000;;0.000000;;689;87.090;4081.00;0.55;;264.9930000
Kepler-267 c;1;3;Transit;6.87745863;;;;;;;3886.00;0.54;-1.213;264.9930000
Kepler-267 c;1;3;Transit;6.87700000;;;;;;;;0.59;;264.9930000
Kepler-267 c;1;3;Transit;6.87744990;2.020;;0.000000;13.34;487;89.380;3807.00;0.49;;264.9930000
Kepler-267 c;1;3;Transit;6.87745800;2.320;;0.000000;;543;87.660;4081.00;0.55;;264.9930000
Kepler-267 c;1;3;Transit;6.87744990;2.310;;;;;;3973.00;0.56;;264.9930000
Kepler-267 c;1;3;Transit;6.87744990;2.020;;0.000000;13.34;487;89.380;3807.00;0.49;;264.9930000
Kepler-267 c;1;3;Transit;6.87744990;2.020;;0.000000;13.34;487;89.380;3807.00;0.49;;264.9930000
Kepler-267 c;1;3;Transit;6.87700000;2.500;;;16.52;;;3878.00;0.55;;264.9930000
Kepler-267 c;1;3;Transit;6.87744603;2.050;;0.000000;12.95;484;88.260;3789.00;0.47;;264.9930000
Kepler-267 c;1;3;Transit;6.87745000;2.130;;;;;;4258.00;;;264.9930000
Kepler-267 c;1;3;Transit;;2.392;;;17.58;;;3783.00;;;264.9930000
Kepler-267 c;1;3;Transit;6.87744603;;;;;;;3886.00;0.54;-1.213;264.9930000
Kepler-267 c;1;3;Transit;;2.652;;;16.78;;;3868.00;0.59;-1.229;264.9930000
Kepler-267 c;1;3;Transit;6.87749137;2.100;;;13.39;;;3886.00;0.54;-1.213;264.9930000
Kepler-267 c;1;3;Transit;6.87744623;;;;;;;3886.00;0.54;-1.213;264.9930000
Kepler-267 d;1;3;Transit;28.46381000;2.310;;0.000000;;337;89.380;4081.00;0.55;;264.9930000
Kepler-267 d;1;3;Transit;28.46462622;2.010;;0.000000;2.01;303;89.950;3807.00;0.49;;264.9930000
Kepler-267 d;1;3;Transit;28.46451500;2.270;;;;;;4258.00;;;264.9930000
Kepler-267 d;1;3;Transit;28.46459193;;;;;;;3886.00;0.54;-1.213;264.9930000
Kepler-267 d;1;3;Transit;28.46300000;2.220;;;2.49;;;3878.00;0.55;;264.9930000
Kepler-267 d;1;3;Transit;28.46464804;;;;;;;3886.00;0.54;-1.213;264.9930000
Kepler-267 d;1;3;Transit;;2.350;;;2.52;;;3868.00;0.59;-1.229;264.9930000
Kepler-267 d;1;3;Transit;28.46464804;1.870;;0.000000;1.95;301;89.980;3789.00;0.47;;264.9930000
Kepler-267 d;1;3;Transit;28.46462622;2.010;;0.000000;2.01;303;89.950;3807.00;0.49;;264.9930000
Kepler-267 d;1;3;Transit;28.46462622;2.310;;;;;;3973.00;0.56;;264.9930000
Kepler-267 d;1;3;Transit;28.46462622;2.010;;0.000000;2.01;303;89.950;3807.00;0.49;;264.9930000
Kepler-267 d;1;3;Transit;28.46462805;;;;;;;3886.00;0.54;-1.213;264.9930000
Kepler-267 d;1;3;Transit;28.46416009;1.930;;;2.02;;;3886.00;0.54;-1.213;264.9930000
Kepler-267 d;1;3;Transit;;2.180;;;2.65;;;3783.00;;;264.9930000
Kepler-268 b;1;2;Transit;25.93406406;2.480;;0.000000;55.10;695;89.980;5952.00;1.06;;851.8700000
Kepler-268 b;1;2;Transit;25.93406740;2.350;;0.000000;59.04;707;89.950;6322.00;1.07;;851.8700000
Kepler-268 b;1;2;Transit;25.93406406;;;;;;;6005.31;1.11;0.318;851.8700000
Kepler-268 b;1;2;Transit;25.93413800;2.550;;;;;;6081.00;;;851.8700000
Kepler-268 b;1;2;Transit;;2.564;;;64.93;;;6097.00;;;851.8700000
Kepler-268 b;1;2;Transit;25.93406740;2.350;;0.000000;59.04;707;89.950;6322.00;1.07;;851.8700000
Kepler-268 b;1;2;Transit;25.93406740;2.520;;;;;;6060.00;1.13;;851.8700000
Kepler-268 b;1;2;Transit;25.93416000;2.900;;0.000000;;699;86.520;6314.00;1.13;;851.8700000
Kepler-268 b;1;2;Transit;25.93406740;2.350;;0.000000;59.04;707;89.950;6322.00;1.07;;851.8700000
Kepler-268 b;1;2;Transit;25.93422438;;;;;;;6005.31;1.11;0.318;851.8700000
Kepler-268 b;1;2;Transit;25.93399995;;;;;;;6005.31;1.11;0.318;851.8700000
Kepler-268 c;1;2;Transit;83.44633350;2.520;;0.000000;12.43;479;89.950;6322.00;1.07;;851.8700000
Kepler-268 c;1;2;Transit;83.44639300;3.380;;;;;;6081.00;;;851.8700000
Kepler-268 c;1;2;Transit;83.44633350;2.520;;0.000000;12.43;479;89.950;6322.00;1.07;;851.8700000
Kepler-268 c;1;2;Transit;83.44647143;;;;;;;6005.31;1.11;0.318;851.8700000
Kepler-268 c;1;2;Transit;83.44629501;;;;;;;6005.31;1.11;0.318;851.8700000
Kepler-268 c;1;2;Transit;83.44210000;3.100;;0.000000;;474;88.240;6314.00;1.13;;851.8700000
Kepler-268 c;1;2;Transit;83.44633350;2.650;;;;;;6060.00;1.13;;851.8700000
Kepler-268 c;1;2;Transit;83.44634850;2.730;;0.000000;11.59;471;89.970;5952.00;1.06;;851.8700000
Kepler-268 c;1;2;Transit;;2.824;;;13.66;;;6097.00;;;851.8700000
Kepler-268 c;1;2;Transit;83.44633350;2.520;;0.000000;12.43;479;89.950;6322.00;1.07;;851.8700000
Kepler-268 c;1;2;Transit;83.44634850;;;;;;;6005.31;1.11;0.318;851.8700000
Kepler-269 b;1;2;Transit;5.32667900;2.670;;0.000000;;951;80.210;5602.00;1.04;;2257.3200000
Kepler-269 b;1;2;Transit;5.32667299;2.260;;0.000000;242.97;1007;89.800;5831.00;1.02;;2257.3200000
Kepler-269 b;1;2;Transit;5.32670215;2.450;;0.000000;242.97;1007;88.240;5831.00;1.02;;2257.3200000
Kepler-269 b;1;2;Transit;5.32670215;2.450;;0.000000;242.97;1007;88.240;5831.00;1.02;;2257.3200000
Kepler-269 b;1;2;Transit;5.32667299;;;;;;;5471.00;0.96;0.368;2257.3200000
Kepler-269 b;1;2;Transit;5.32670215;2.320;;;;;;5509.00;0.92;;2257.3200000
Kepler-269 b;1;2;Transit;5.32670215;2.450;;0.000000;242.97;1007;88.240;5831.00;1.02;;2257.3200000
Kepler-269 b;1;2;Transit;;4.217;;;730.77;;;5619.00;;;2257.3200000
Kepler-269 b;1;2;Transit;5.32662868;;;;;;;5471.00;0.96;0.368;2257.3200000
Kepler-269 b;1;2;Transit;5.32666987;;;;;;;5471.00;0.96;0.368;2257.3200000
Kepler-269 b;1;2;Transit;5.32671800;2.470;;;;;;5847.00;;;2257.3200000
Kepler-269 c;1;2;Transit;8.12809330;1.390;;0.000000;138.51;875;88.710;5831.00;1.02;;2257.3200000
Kepler-269 c;1;2;Transit;8.12810877;1.620;;0.000000;138.51;875;89.380;5831.00;1.02;;2257.3200000
Kepler-269 c;1;2;Transit;8.12810877;1.620;;0.000000;138.51;875;89.380;5831.00;1.02;;2257.3200000
Kepler-269 c;1;2;Transit;8.12789900;1.690;;;;;;5847.00;;;2257.3200000
Kepler-269 c;1;2;Transit;;2.588;;;416.58;;;5619.00;;;2257.3200000
Kepler-269 c;1;2;Transit;8.12810877;1.580;;;;;;5509.00;0.92;;2257.3200000
Kepler-269 c;1;2;Transit;8.12809330;;;;;;;5471.00;0.96;0.368;2257.3200000
Kepler-269 c;1;2;Transit;8.12810000;1.700;;0.000000;;824;82.510;5602.00;1.04;;2257.3200000
Kepler-269 c;1;2;Transit;8.12799259;;;;;;;5471.00;0.96;0.368;2257.3200000
Kepler-269 c;1;2;Transit;8.12810877;1.620;;0.000000;138.51;875;89.380;5831.00;1.02;;2257.3200000
Kepler-27 b;1;3;Transit;15.33528675;5.000;;0.000000;32.67;610;87.950;5251.00;0.93;;1044.3600000
Kepler-27 b;1;3;Transit;15.33525912;4.940;;0.000000;37.16;630;89.950;5325.00;0.98;;1044.3600000
Kepler-27 b;1;3;Transit;;4.652;;;28.68;;;5264.00;;;1044.3600000
Kepler-27 b;1;3;Transit;15.33525912;4.940;;0.000000;37.16;630;89.950;5325.00;0.98;;1044.3600000
Kepler-27 b;1;3;Transit;15.33480000;4.000;2895.31000;;;;;5400.00;0.65;;1044.3600000
Kepler-27 b;1;3;Transit;15.33525912;4.940;;0.000000;37.16;630;89.950;5325.00;0.98;;1044.3600000
Kepler-27 b;1;3;Transit;15.33527467;;;;;;;5399.00;0.94;-0.329;1044.3600000
Kepler-27 b;1;3;Transit;15.33500000;5.850;41.80000;;;;;;0.98;;1044.3600000
Kepler-27 b;1;3;Transit;15.33524400;5.720;;0.000000;;656;87.660;5399.00;1.00;;1044.3600000
Kepler-27 b;1;3;Transit;15.33528675;;;;;;;5399.00;0.94;-0.329;1044.3600000
Kepler-27 b;1;3;Transit;15.33525912;4.850;;;;;;5294.00;0.95;;1044.3600000
Kepler-27 c;1;3;Transit;31.33000000;7.170;21.20000;;;;;;0.98;;1044.3600000
Kepler-27 c;1;3;Transit;31.33055400;7.340;;0.000000;;518;88.240;5399.00;1.00;;1044.3600000
Kepler-27 c;1;3;Transit;31.33090000;4.900;4385.87000;;;;;5400.00;0.65;;1044.3600000
Kepler-27 c;1;3;Transit;31.33050622;7.240;;0.000000;14.33;496;88.810;5325.00;0.98;;1044.3600000
Kepler-27 c;1;3;Transit;31.33050622;7.240;;0.000000;14.33;496;88.810;5325.00;0.98;;1044.3600000
Kepler-27 c;1;3;Transit;31.33046135;;;;;;;5399.00;0.94;-0.329;1044.3600000
Kepler-27 c;1;3;Transit;31.33050622;7.240;;0.000000;14.33;496;88.810;5325.00;0.98;;1044.3600000
Kepler-27 c;1;3;Transit;;6.056;;;11.07;;;5264.00;;;1044.3600000
Kepler-27 c;1;3;Transit;31.33050622;7.170;;;;;;5294.00;0.95;;1044.3600000
Kepler-27 c;1;3;Transit;31.33046135;6.500;;0.000000;12.61;481;88.620;5251.00;0.93;;1044.3600000
Kepler-27 c;1;3;Transit;31.33046537;;;;;;;5399.00;0.94;-0.329;1044.3600000
Kepler-27 d;1;3;Transit;6.54625953;;;;;;;5399.00;0.94;-0.329;1044.3600000
Kepler-27 d;1;3;Transit;6.54626149;;;;;;;5399.00;0.94;-0.329;1044.3600000
Kepler-27 d;1;3;Transit;6.54630300;2.800;;0.000000;;876;85.940;5399.00;1.00;;1044.3600000
Kepler-27 d;1;3;Transit;6.54626058;2.830;;0.000000;115.56;836;84.800;5325.00;0.98;;1044.3600000
Kepler-27 d;1;3;Transit;6.54626058;2.830;;0.000000;115.56;836;84.800;5325.00;0.98;;1044.3600000
Kepler-27 d;1;3;Transit;6.54628992;2.706;;;;;;5251.00;0.93;;1044.3600000
Kepler-27 d;1;3;Transit;6.54626058;2.830;;0.000000;115.56;836;84.800;5325.00;0.98;;1044.3600000
Kepler-27 d;1;3;Transit;6.54626149;2.190;;0.000000;101.78;810;87.460;5251.00;0.93;;1044.3600000
Kepler-270 b;1;2;Transit;11.47613000;1.870;;0.000000;;990;86.520;6419.00;1.17;;948.7810000
Kepler-270 b;1;2;Transit;11.47621175;;;;;;;6142.00;1.16;0.312;948.7810000
Kepler-270 b;1;2;Transit;11.47598101;;;;;;;6142.00;1.16;0.312;948.7810000
Kepler-270 b;1;2;Transit;11.47609015;2.070;;0.000000;221.34;984;86.330;6071.00;1.16;;948.7810000
Kepler-270 b;1;2;Transit;11.47610130;1.830;;0.000000;237.05;1001;88.810;6432.00;1.16;;948.7810000
Kepler-270 b;1;2;Transit;11.47610130;1.920;;;;;;6127.00;1.17;;948.7810000
Kepler-270 b;1;2;Transit;11.47610130;1.830;;0.000000;237.05;1001;88.810;6432.00;1.16;;948.7810000
Kepler-270 b;1;2;Transit;11.47610130;1.830;;0.000000;237.05;1001;88.810;6432.00;1.16;;948.7810000
Kepler-270 b;1;2;Transit;;1.835;;;178.36;;;6099.00;;;948.7810000
Kepler-270 b;1;2;Transit;11.47609400;2.010;;;;;;6067.00;;;948.7810000
Kepler-270 b;1;2;Transit;11.47609015;;;;;;;6142.00;1.16;0.312;948.7810000
Kepler-270 c;1;2;Transit;25.26302680;1.620;;;;;;6127.00;1.17;;948.7810000
Kepler-270 c;1;2;Transit;25.26288700;1.770;;;;;;6067.00;;;948.7810000
Kepler-270 c;1;2;Transit;25.26271648;;;;;;;6142.00;1.16;0.312;948.7810000
Kepler-270 c;1;2;Transit;25.26302680;1.500;;0.000000;82.82;769;88.240;6432.00;1.16;;948.7810000
Kepler-270 c;1;2;Transit;25.26302680;1.500;;0.000000;82.82;769;88.240;6432.00;1.16;;948.7810000
Kepler-270 c;1;2;Transit;;1.516;;;62.24;;;6099.00;;;948.7810000
Kepler-270 c;1;2;Transit;25.26304670;;;;;;;6142.00;1.16;0.312;948.7810000
Kepler-270 c;1;2;Transit;25.26302680;1.500;;0.000000;82.82;769;88.240;6432.00;1.16;;948.7810000
Kepler-270 c;1;2;Transit;25.26290000;1.590;;0.000000;;760;87.660;6419.00;1.17;;948.7810000
Kepler-270 c;1;2;Transit;25.26304670;1.710;;0.000000;77.24;756;88.000;6071.00;1.16;;948.7810000
Kepler-270 c;1;2;Transit;25.26274411;;;;;;;6142.00;1.16;0.312;948.7810000
Kepler-271 b;1;3;Transit;5.21773516;;;;;;;5645.65;1.00;-0.253;404.5420000
Kepler-271 b;1;3;Transit;10.43541553;;;;;;;5645.65;1.00;-0.253;404.5420000
Kepler-271 b;1;3;Transit;10.43547031;1.220;;0.000000;78.35;759;89.570;5528.00;0.84;;404.5420000
Kepler-271 b;1;3;Transit;10.43547805;1.230;;;;;;5555.00;0.90;;404.5420000
Kepler-271 b;1;3;Transit;10.43547805;1.320;;0.000000;86.68;778;89.380;5516.00;0.82;;404.5420000
Kepler-271 b;1;3;Transit;;1.229;;;75.96;;;5470.00;;;404.5420000
Kepler-271 b;1;3;Transit;10.43549000;1.460;;0.000000;;830;88.810;5759.00;0.93;;404.5420000
Kepler-271 b;1;3;Transit;10.43547805;1.320;;0.000000;86.68;778;89.380;5516.00;0.82;;404.5420000
Kepler-271 b;1;3;Transit;10.43547805;1.320;;0.000000;86.68;778;89.380;5516.00;0.82;;404.5420000
Kepler-271 b;1;3;Transit;5.21773800;0.890;;;;;;5524.00;;;404.5420000
Kepler-271 b;1;3;Transit;10.43547031;;;;;;;5645.65;1.00;-0.253;404.5420000
Kepler-271 c;1;3;Transit;7.41086267;0.950;;;;;;5555.00;0.90;;404.5420000
Kepler-271 c;1;3;Transit;7.41086267;1.020;;0.000000;136.61;872;88.810;5516.00;0.82;;404.5420000
Kepler-271 c;1;3;Transit;7.41084314;;;;;;;5645.65;1.00;-0.253;404.5420000
Kepler-271 c;1;3;Transit;;0.942;;;119.63;;;5470.00;;;404.5420000
Kepler-271 c;1;3;Transit;7.41084314;0.940;;0.000000;123.40;850;89.790;5528.00;0.84;;404.5420000
Kepler-271 c;1;3;Transit;7.41084384;;;;;;;5645.65;1.00;-0.253;404.5420000
Kepler-271 c;1;3;Transit;7.41086267;1.020;;0.000000;136.61;872;88.810;5516.00;0.82;;404.5420000
Kepler-271 c;1;3;Transit;7.41086267;1.020;;0.000000;136.61;872;88.810;5516.00;0.82;;404.5420000
Kepler-271 c;1;3;Transit;7.41093500;1.000;;;;;;5524.00;;;404.5420000
Kepler-271 c;1;3;Transit;7.41091954;;;;;;;5645.65;1.00;-0.253;404.5420000
Kepler-271 c;1;3;Transit;7.41103800;1.150;;0.000000;;933;88.810;5759.00;0.93;;404.5420000
Kepler-271 d;1;3;Transit;5.24970432;;;;;;;5645.65;1.00;-0.253;404.5420000
Kepler-271 d;1;3;Transit;5.24970432;0.670;;0.000000;195.30;954;89.010;5528.00;0.84;;404.5420000
Kepler-271 d;1;3;Transit;5.24972541;0.710;;0.000000;216.24;978;89.380;5516.00;0.82;;404.5420000
Kepler-271 d;1;3;Transit;5.24972541;0.660;;;;;;5555.00;0.90;;404.5420000
Kepler-271 d;1;3;Transit;;0.669;;;189.34;;;5470.00;;;404.5420000
Kepler-271 d;1;3;Transit;5.24972541;0.710;;0.000000;216.24;978;89.380;5516.00;0.82;;404.5420000
Kepler-271 d;1;3;Transit;5.24948000;0.700;;0.000000;;1039;87.660;5759.00;0.93;;404.5420000
Kepler-271 d;1;3;Transit;5.24969140;;;;;;;5645.65;1.00;-0.253;404.5420000
Kepler-271 d;1;3;Transit;5.24972541;0.710;;0.000000;216.24;978;89.380;5516.00;0.82;;404.5420000
Kepler-272 b;1;3;Transit;;1.871;;;801.74;;;5439.00;;;889.6080000
Kepler-272 b;1;3;Transit;2.97136658;;;;;;;5528.34;0.97;0.066;889.6080000
Kepler-272 b;1;3;Transit;2.97136500;1.300;;0.000000;;1114;84.220;5289.00;0.79;;889.6080000
Kepler-272 b;1;3;Transit;2.97100000;1.310;78.00000;;;;;;0.78;;889.6080000
Kepler-272 b;1;3;Transit;2.97134830;;;;;;;5528.34;0.97;0.066;889.6080000
Kepler-272 b;1;3;Transit;2.97136410;1.330;;0.000000;367.82;1117;88.810;5300.00;0.78;;889.6080000
Kepler-272 b;1;3;Transit;2.97136410;1.460;;;;;;5605.00;0.97;;889.6080000
Kepler-272 b;1;3;Transit;2.97136658;1.520;;0.000000;490.13;1200;87.490;5334.00;0.86;;889.6080000
Kepler-272 b;1;3;Transit;2.97136410;1.330;;0.000000;367.82;1117;88.810;5300.00;0.78;;889.6080000
Kepler-272 b;1;3;Transit;2.97135300;1.430;;;;;;5297.00;;;889.6080000
Kepler-272 b;1;3;Transit;2.97136410;1.330;;0.000000;367.82;1117;88.810;5300.00;0.78;;889.6080000
Kepler-272 c;1;3;Transit;6.05730524;1.670;;0.000000;142.34;881;89.950;5300.00;0.78;;889.6080000
Kepler-272 c;1;3;Transit;6.05729966;1.940;;0.000000;189.98;947;88.980;5334.00;0.86;;889.6080000
Kepler-272 c;1;3;Transit;6.05730524;1.670;;0.000000;142.34;881;89.950;5300.00;0.78;;889.6080000
Kepler-272 c;1;3;Transit;6.05733984;;;;;;;5528.34;0.97;0.066;889.6080000
Kepler-272 c;1;3;Transit;6.05730524;1.670;;0.000000;142.34;881;89.950;5300.00;0.78;;889.6080000
Kepler-272 c;1;3;Transit;6.05729966;;;;;;;5528.34;0.97;0.066;889.6080000
Kepler-272 c;1;3;Transit;6.05733165;;;;;;;5528.34;0.97;0.066;889.6080000
Kepler-272 c;1;3;Transit;6.05742800;1.700;;0.000000;;875;87.090;5289.00;0.79;;889.6080000
Kepler-272 c;1;3;Transit;6.05734200;1.790;;;;;;5297.00;;;889.6080000
Kepler-272 c;1;3;Transit;6.05730524;1.870;;;;;;5605.00;0.97;;889.6080000
Kepler-272 c;1;3;Transit;;2.378;;;310.76;;;5439.00;;;889.6080000
Kepler-272 c;1;3;Transit;6.05700000;1.630;97.80000;;;;;;0.78;;889.6080000
Kepler-272 d;1;3;Transit;10.93730071;1.760;;0.000000;64.70;723;89.380;5300.00;0.78;;889.6080000
Kepler-272 d;1;3;Transit;10.93725572;2.410;;0.000000;86.28;777;86.630;5334.00;0.86;;889.6080000
Kepler-272 d;1;3;Transit;10.93711000;2.000;;0.000000;;718;86.520;5289.00;0.79;;889.6080000
Kepler-272 d;1;3;Transit;10.93730071;1.760;;0.000000;64.70;723;89.380;5300.00;0.78;;889.6080000
Kepler-272 d;1;3;Transit;10.93735256;;;;;;;5528.34;0.97;0.066;889.6080000
Kepler-272 d;1;3;Transit;10.93730071;1.760;;0.000000;64.70;723;89.380;5300.00;0.78;;889.6080000
Kepler-272 d;1;3;Transit;10.93725945;;;;;;;5528.34;0.97;0.066;889.6080000
Kepler-272 d;1;3;Transit;;2.962;;;141.13;;;5439.00;;;889.6080000
Kepler-272 d;1;3;Transit;10.93725572;;;;;;;5528.34;0.97;0.066;889.6080000
Kepler-272 d;1;3;Transit;10.93730400;2.250;;;;;;5297.00;;;889.6080000
Kepler-272 d;1;3;Transit;10.93730071;2.000;;;;;;5605.00;0.97;;889.6080000
Kepler-273 b;1;2;Transit;;1.521;;;285.64;;;5217.00;;;713.9640000
Kepler-273 b;1;2;Transit;2.93652697;1.550;;0.000000;437.70;1167;89.380;5627.00;0.78;;713.9640000
Kepler-273 b;1;2;Transit;2.93652697;1.700;;;;;;5584.00;0.94;;713.9640000
Kepler-273 b;1;2;Transit;2.93652697;1.550;;0.000000;437.70;1167;89.380;5627.00;0.78;;713.9640000
Kepler-273 b;1;2;Transit;2.93653200;1.500;;;;;;5626.00;;;713.9640000
Kepler-273 b;1;2;Transit;2.93652697;1.550;;0.000000;437.70;1167;89.380;5627.00;0.78;;713.9640000
Kepler-273 b;1;2;Transit;2.93652734;1.920;;0.000000;505.22;1209;87.290;5359.00;0.87;;713.9640000
