pl_name;Nombre_etoile;Nombre_planete;Méthode ;Orbite;Rayon;Masse terrienne;Eccentricité;Insolation;pl_eqt;Inclinaison;Température_etoile;Masse_etoile;Luminosité;Distance
Kepler-273 b;1;2;Transit;2.93652734;;;;;;;5441.00;0.95;-0.341;713.9640000
Kepler-273 b;1;2;Transit;2.93649700;1.790;;0.000000;;1201;85.370;5682.00;0.92;;713.9640000
Kepler-273 b;1;2;Transit;2.93653227;;;;;;;5441.00;0.95;-0.341;713.9640000
Kepler-273 c;1;2;Transit;8.01494715;1.650;;0.000000;114.65;835;87.660;5627.00;0.78;;713.9640000
Kepler-273 c;1;2;Transit;8.01500821;;;;;;;5441.00;0.95;-0.341;713.9640000
Kepler-273 c;1;2;Transit;8.01494715;1.650;;0.000000;114.65;835;87.660;5627.00;0.78;;713.9640000
Kepler-273 c;1;2;Transit;8.01494715;1.650;;0.000000;114.65;835;87.660;5627.00;0.78;;713.9640000
Kepler-273 c;1;2;Transit;8.01500821;2.000;;0.000000;132.46;865;87.690;5359.00;0.87;;713.9640000
Kepler-273 c;1;2;Transit;8.01494715;1.900;;;;;;5584.00;0.94;;713.9640000
Kepler-273 c;1;2;Transit;8.01492700;1.980;;;;;;5626.00;;;713.9640000
Kepler-273 c;1;2;Transit;8.01497676;;;;;;;5441.00;0.95;-0.341;713.9640000
Kepler-273 c;1;2;Transit;;1.584;;;74.89;;;5217.00;;;713.9640000
Kepler-273 c;1;2;Transit;8.01497514;;;;;;;5441.00;0.95;-0.341;713.9640000
Kepler-273 c;1;2;Transit;8.01495700;1.630;;0.000000;;860;88.810;5682.00;0.92;;713.9640000
Kepler-274 b;1;2;Transit;11.63478800;1.540;;;;;;6023.00;;;1333.6200000
Kepler-274 b;1;2;Transit;11.63486400;1.800;;0.000000;118.95;842;88.810;6020.00;0.99;;1333.6200000
Kepler-274 b;1;2;Transit;11.63505917;;;;;;;5668.23;1.01;0.201;1333.6200000
Kepler-274 b;1;2;Transit;11.63486009;2.610;;0.000000;201.96;961;89.820;5570.00;1.02;;1333.6200000
Kepler-274 b;1;2;Transit;11.63486009;;;;;;;5668.23;1.01;0.201;1333.6200000
Kepler-274 b;1;2;Transit;11.63486400;1.800;;0.000000;118.95;842;88.810;6020.00;0.99;;1333.6200000
Kepler-274 b;1;2;Transit;11.63486400;1.920;;;;;;5954.00;1.08;;1333.6200000
Kepler-274 b;1;2;Transit;;2.137;;;147.81;;;5684.00;;;1333.6200000
Kepler-274 b;1;2;Transit;11.63486400;1.800;;0.000000;118.95;842;88.810;6020.00;0.99;;1333.6200000
Kepler-274 c;1;2;Transit;33.19810540;1.950;;0.000000;29.41;594;89.950;6020.00;0.99;;1333.6200000
Kepler-274 c;1;2;Transit;33.19810540;1.950;;0.000000;29.41;594;89.950;6020.00;0.99;;1333.6200000
Kepler-274 c;1;2;Transit;33.19810540;1.950;;0.000000;29.41;594;89.950;6020.00;0.99;;1333.6200000
Kepler-274 c;1;2;Transit;33.19817610;;;;;;;5668.23;1.01;0.201;1333.6200000
Kepler-274 c;1;2;Transit;33.19790974;;;;;;;5668.23;1.01;0.201;1333.6200000
Kepler-274 c;1;2;Transit;33.19810540;2.180;;;;;;5954.00;1.08;;1333.6200000
Kepler-274 c;1;2;Transit;33.19786100;1.840;;;;;;6023.00;;;1333.6200000
Kepler-274 c;1;2;Transit;;2.631;;;36.52;;;5684.00;;;1333.6200000
Kepler-274 c;1;2;Transit;33.19817610;3.210;;0.000000;49.90;678;88.530;5570.00;1.02;;1333.6200000
Kepler-274 c;1;2;Transit;33.19720500;;;;;;;5668.23;1.01;0.201;1333.6200000
Kepler-275 b;1;3;Transit;10.30080543;;;;;;;6222.00;1.20;0.449;2034.2500000
Kepler-275 b;1;3;Transit;10.30067919;2.200;;0.000000;251.55;1015;89.990;6157.00;1.08;;2034.2500000
Kepler-275 b;1;3;Transit;;2.423;;;311.76;;;6179.00;;;2034.2500000
Kepler-275 b;1;3;Transit;10.30065512;2.250;;;;;;6193.00;1.16;;2034.2500000
Kepler-275 b;1;3;Transit;10.30067919;;;;;;;6222.00;1.20;0.449;2034.2500000
Kepler-275 b;1;3;Transit;10.30065512;2.250;;0.000000;257.24;1021;88.240;6535.00;1.34;;2034.2500000
Kepler-275 b;1;3;Transit;10.30065512;2.250;;0.000000;257.24;1021;88.240;6535.00;1.34;;2034.2500000
Kepler-275 b;1;3;Transit;10.30109000;1.890;;0.000000;;976;89.950;6495.00;1.20;;2034.2500000
Kepler-275 b;1;3;Transit;10.30068200;2.340;;;;;;6165.00;;;2034.2500000
Kepler-275 b;1;3;Transit;10.30065512;2.250;;0.000000;257.24;1021;88.240;6535.00;1.34;;2034.2500000
Kepler-275 c;1;3;Transit;;3.778;;;171.82;;;6179.00;;;2034.2500000
Kepler-275 c;1;3;Transit;16.08813400;3.380;;;;;;6165.00;;;2034.2500000
Kepler-275 c;1;3;Transit;16.08815621;;;;;;;6222.00;1.20;0.449;2034.2500000
Kepler-275 c;1;3;Transit;16.08819979;;;;;;;6222.00;1.20;0.449;2034.2500000
Kepler-275 c;1;3;Transit;16.08832318;;;;;;;6222.00;1.20;0.449;2034.2500000
Kepler-275 c;1;3;Transit;16.08831829;3.320;;0.000000;142.11;881;89.380;6535.00;1.34;;2034.2500000
Kepler-275 c;1;3;Transit;16.08831829;3.320;;0.000000;142.11;881;89.380;6535.00;1.34;;2034.2500000
Kepler-275 c;1;3;Transit;16.08831829;3.320;;0.000000;142.11;881;89.380;6535.00;1.34;;2034.2500000
Kepler-275 c;1;3;Transit;16.08831829;3.360;;;;;;6193.00;1.16;;2034.2500000
Kepler-275 c;1;3;Transit;16.08832318;3.420;;0.000000;138.64;875;87.820;6157.00;1.08;;2034.2500000
Kepler-275 c;1;3;Transit;16.08821000;2.840;;0.000000;;838;89.950;6495.00;1.20;;2034.2500000
Kepler-275 d;1;3;Transit;35.67569630;3.080;;0.000000;49.15;675;88.810;6535.00;1.34;;2034.2500000
Kepler-275 d;1;3;Transit;35.67574530;3.020;;0.000000;47.96;671;88.840;6157.00;1.08;;2034.2500000
Kepler-275 d;1;3;Transit;35.67569630;3.080;;0.000000;49.15;675;88.810;6535.00;1.34;;2034.2500000
Kepler-275 d;1;3;Transit;35.67449258;;;;;;;6222.00;1.20;0.449;2034.2500000
Kepler-275 d;1;3;Transit;35.67606200;3.330;;;;;;6165.00;;;2034.2500000
Kepler-275 d;1;3;Transit;35.67574530;;;;;;;6222.00;1.20;0.449;2034.2500000
Kepler-275 d;1;3;Transit;;3.328;;;59.44;;;6179.00;;;2034.2500000
Kepler-275 d;1;3;Transit;35.67560000;2.800;;0.000000;;644;88.810;6495.00;1.20;;2034.2500000
Kepler-275 d;1;3;Transit;35.67569630;3.100;;;;;;6193.00;1.16;;2034.2500000
Kepler-275 d;1;3;Transit;35.67524129;;;;;;;6222.00;1.20;0.449;2034.2500000
Kepler-275 d;1;3;Transit;35.67569630;3.080;;0.000000;49.15;675;88.810;6535.00;1.34;;2034.2500000
Kepler-276 b;1;3;Transit;14.12841000;2.870;;;;;;6105.00;;;1144.8600000
Kepler-276 b;1;3;Transit;14.12847677;2.730;;0.000000;70.50;739;87.470;5779.00;1.04;;1144.8600000
Kepler-276 b;1;3;Transit;14.12846178;2.640;;0.000000;93.65;793;89.380;6102.00;1.10;;1144.8600000
Kepler-276 b;1;3;Transit;14.12846178;2.690;;;;;;5833.00;1.02;;1144.8600000
Kepler-276 b;1;3;Transit;14.12832044;;;;;;;5746.00;1.03;-0.089;1144.8600000
Kepler-276 b;1;3;Transit;14.12846178;2.640;;0.000000;93.65;793;89.380;6102.00;1.10;;1144.8600000
Kepler-276 b;1;3;Transit;14.12847677;;;;;;;5746.00;1.03;-0.089;1144.8600000
Kepler-276 b;1;3;Transit;14.12846178;2.640;;0.000000;93.65;793;89.380;6102.00;1.10;;1144.8600000
Kepler-276 b;1;3;Transit;;2.560;;;58.59;;;5693.00;;;1144.8600000
Kepler-276 b;1;3;Transit;14.12853811;;;;;;;5746.00;1.03;-0.089;1144.8600000
Kepler-276 b;1;3;Transit;14.12843000;2.400;;0.000000;;767;88.810;6057.00;1.05;;1144.8600000
Kepler-276 c;1;3;Transit;31.88415690;3.150;;;;;;5833.00;1.02;;1144.8600000
Kepler-276 c;1;3;Transit;31.88415690;3.150;;0.000000;31.63;605;89.380;6102.00;1.10;;1144.8600000
Kepler-276 c;1;3;Transit;31.88415690;3.150;;0.000000;31.63;605;89.380;6102.00;1.10;;1144.8600000
Kepler-276 c;1;3;Transit;31.88414730;;;;;;;5746.00;1.03;-0.089;1144.8600000
Kepler-276 c;1;3;Transit;31.88400000;2.900;16.60000;;;;;;1.10;;1144.8600000
Kepler-276 c;1;3;Transit;31.88400000;2.830;25.20000;;;;;;1.10;;1144.8600000
Kepler-276 c;1;3;Transit;31.88414730;3.700;;0.000000;23.82;563;86.920;5779.00;1.04;;1144.8600000
Kepler-276 c;1;3;Transit;;3.469;;;19.79;;;5693.00;;;1144.8600000
Kepler-276 c;1;3;Transit;31.88293000;2.900;;0.000000;;584;89.380;6057.00;1.05;;1144.8600000
Kepler-276 c;1;3;Transit;31.88415690;3.150;;0.000000;31.63;605;89.380;6102.00;1.10;;1144.8600000
Kepler-276 c;1;3;Transit;31.88355187;;;;;;;5746.00;1.03;-0.089;1144.8600000
Kepler-276 d;1;3;Transit;48.64785430;4.140;;0.000000;13.57;489;87.420;5779.00;1.04;;1144.8600000
Kepler-276 d;1;3;Transit;48.64600000;2.740;18.40000;;;;;;1.10;;1144.8600000
Kepler-276 d;1;3;Transit;48.64785430;;;;;;;5746.00;1.03;-0.089;1144.8600000
Kepler-276 d;1;3;Transit;48.64800000;2.800;16.30000;;;;;;1.10;;1144.8600000
Kepler-276 d;1;3;Transit;48.64766010;2.590;;;;;;5833.00;1.02;;1144.8600000
Kepler-276 d;1;3;Transit;48.64704652;;;;;;;5746.00;1.03;-0.089;1144.8600000
Kepler-276 d;1;3;Transit;48.64766010;2.580;;0.000000;18.00;525;89.950;6102.00;1.10;;1144.8600000
Kepler-276 d;1;3;Transit;;3.882;;;11.27;;;5693.00;;;1144.8600000
Kepler-276 d;1;3;Transit;48.64766010;2.580;;0.000000;18.00;525;89.950;6102.00;1.10;;1144.8600000
Kepler-276 d;1;3;Transit;48.65410000;2.800;;0.000000;;507;89.380;6057.00;1.05;;1144.8600000
Kepler-276 d;1;3;Transit;48.64766010;2.580;;0.000000;18.00;525;89.950;6102.00;1.10;;1144.8600000
Kepler-276 d;1;3;Transit;48.64703539;;;;;;;5746.00;1.03;-0.089;1144.8600000
Kepler-277 b;1;2;Transit;17.32440000;2.920;;0.000000;;903;83.080;5946.00;1.20;;976.6430000
Kepler-277 b;1;2;Transit;17.32419108;;;;;;;5914.00;1.08;0.568;976.6430000
Kepler-277 b;1;2;Transit;17.32406880;;;;;;;5914.00;1.08;0.568;976.6430000
Kepler-277 b;1;2;Transit;17.32400000;2.920;87.30000;;;;;;1.12;;976.6430000
Kepler-277 b;1;2;Transit;17.32417247;2.960;;0.000000;171.81;923;85.370;5941.00;1.12;;976.6430000
Kepler-277 b;1;2;Transit;17.32400000;2.920;78.10000;;;;;;1.12;;976.6430000
Kepler-277 b;1;2;Transit;17.32405491;;;;;;;5914.00;1.08;0.568;976.6430000
Kepler-277 b;1;2;Transit;17.32419108;3.140;;0.000000;204.10;964;86.030;5968.00;1.18;;976.6430000
Kepler-277 b;1;2;Transit;;2.994;;;198.25;;;6065.00;;;976.6430000
Kepler-277 b;1;2;Transit;17.32417247;2.960;;0.000000;171.81;923;85.370;5941.00;1.12;;976.6430000
Kepler-277 b;1;2;Transit;17.32417247;2.730;;;;;;6061.00;1.21;;976.6430000
Kepler-277 b;1;2;Transit;17.32417247;2.960;;0.000000;171.81;923;85.370;5941.00;1.12;;976.6430000
Kepler-277 c;1;2;Transit;33.00630250;2.790;;0.000000;72.72;745;89.950;5941.00;1.12;;976.6430000
Kepler-277 c;1;2;Transit;33.00631850;;;;;;;5914.00;1.08;0.568;976.6430000
Kepler-277 c;1;2;Transit;33.00669147;;;;;;;5914.00;1.08;0.568;976.6430000
Kepler-277 c;1;2;Transit;33.00622327;;;;;;;5914.00;1.08;0.568;976.6430000
Kepler-277 c;1;2;Transit;33.00590000;3.360;;0.000000;;728;85.370;5946.00;1.20;;976.6430000
Kepler-277 c;1;2;Transit;33.00630250;2.640;;;;;;6061.00;1.21;;976.6430000
Kepler-277 c;1;2;Transit;33.00600000;3.360;39.60000;;;;;;1.12;;976.6430000
Kepler-277 c;1;2;Transit;33.00630250;2.790;;0.000000;72.72;745;89.950;5941.00;1.12;;976.6430000
Kepler-277 c;1;2;Transit;;2.984;;;83.90;;;6065.00;;;976.6430000
Kepler-277 c;1;2;Transit;33.00631850;3.130;;0.000000;86.38;778;89.330;5968.00;1.18;;976.6430000
Kepler-277 c;1;2;Transit;33.00630250;2.790;;0.000000;72.72;745;89.950;5941.00;1.12;;976.6430000
Kepler-277 c;1;2;Transit;33.00600000;3.360;64.20000;;;;;;1.12;;976.6430000
Kepler-278 b;1;2;Transit;30.15856000;4.590;;0.040000;;;;4904.79;;;443.0300000
Kepler-278 b;1;2;Transit;30.16012000;2.940;;0.000000;;693;87.090;5128.00;1.08;;443.0300000
Kepler-278 b;1;2;Transit;30.15994110;;;;;;;4904.79;;;443.0300000
Kepler-278 b;1;2;Transit;30.15986300;4.230;;0.000000;111.86;829;87.660;4991.00;1.30;;443.0300000
Kepler-278 b;1;2;Transit;30.16054600;4.070;;;;;;4991.00;;;443.0300000
Kepler-278 b;1;2;Transit;30.15986300;4.230;;0.000000;111.86;829;87.660;4991.00;1.30;;443.0300000
Kepler-278 b;1;2;Transit;;4.207;;;99.27;;;5002.00;;;443.0300000
Kepler-278 b;1;2;Transit;30.15994110;4.540;;0.000000;115.69;836;87.470;5010.00;1.41;;443.0300000
Kepler-278 b;1;2;Transit;30.15986300;3.890;;;;;;4989.00;1.13;;443.0300000
Kepler-278 b;1;2;Transit;30.15862717;;;;;;;4904.79;;;443.0300000
Kepler-278 b;1;2;Transit;30.16021152;;;;;;;4904.79;;;443.0300000
Kepler-278 b;1;2;Transit;30.15986300;4.230;;0.000000;111.86;829;87.660;4991.00;1.30;;443.0300000
Kepler-278 c;1;2;Transit;51.08020000;2.210;;0.000000;;583;88.240;5128.00;1.08;;443.0300000
Kepler-278 c;1;2;Transit;51.07710480;3.660;;0.000000;57.28;702;89.070;5010.00;1.41;;443.0300000
Kepler-278 c;1;2;Transit;51.07632364;;;;;;;4904.79;;;443.0300000
Kepler-278 c;1;2;Transit;51.07877500;3.590;;;;;;4991.00;;;443.0300000
Kepler-278 c;1;2;Transit;51.07575600;3.360;;0.000000;55.42;696;89.380;4991.00;1.30;;443.0300000
Kepler-278 c;1;2;Transit;51.07575600;2.990;;;;;;4989.00;1.13;;443.0300000
Kepler-278 c;1;2;Transit;;3.391;;;49.15;;;5002.00;;;443.0300000
Kepler-278 c;1;2;Transit;51.07464191;;;;;;;4904.79;;;443.0300000
Kepler-278 c;1;2;Transit;51.07710480;;;;;;;4904.79;;;443.0300000
Kepler-278 c;1;2;Transit;51.08510000;3.310;;0.510000;;;;4904.79;;;443.0300000
Kepler-278 c;1;2;Transit;51.07575600;3.360;;0.000000;55.42;696;89.380;4991.00;1.30;;443.0300000
Kepler-278 c;1;2;Transit;51.07575600;3.360;;0.000000;55.42;696;89.380;4991.00;1.30;;443.0300000
Kepler-279 b;1;3;Transit;12.30971360;2.470;;0.000000;185.73;941;82.510;6781.00;1.10;;1037.4000000
Kepler-279 b;1;3;Transit;12.30948895;;;;;;;6689.45;1.42;0.519;1037.4000000
Kepler-279 b;1;3;Transit;12.30971360;2.470;;0.000000;185.73;941;82.510;6781.00;1.10;;1037.4000000
Kepler-279 b;1;3;Transit;12.30966003;;;;;;;6689.45;1.42;0.519;1037.4000000
Kepler-279 b;1;3;Transit;12.30971700;2.600;;0.000000;;996;84.800;6779.00;1.31;;1037.4000000
Kepler-279 b;1;3;Transit;12.30971679;;;;;;;6689.45;1.42;0.519;1037.4000000
Kepler-279 b;1;3;Transit;;3.219;;;249.02;;;6363.00;;;1037.4000000
Kepler-279 b;1;3;Transit;12.30968100;3.620;;;;;;6363.00;;;1037.4000000
Kepler-279 b;1;3;Transit;12.30971360;3.680;;;;;;6488.00;1.32;;1037.4000000
Kepler-279 b;1;3;Transit;12.30971679;3.820;;0.000000;350.46;1104;83.920;6366.00;1.16;;1037.4000000
Kepler-279 b;1;3;Transit;12.30971360;2.470;;0.000000;185.73;941;82.510;6781.00;1.10;;1037.4000000
Kepler-279 c;1;3;Transit;;4.611;;;60.16;;;6363.00;;;1037.4000000
Kepler-279 c;1;3;Transit;35.73557190;3.570;;0.000000;44.88;660;86.520;6781.00;1.10;;1037.4000000
Kepler-279 c;1;3;Transit;35.73500000;5.500;7.40000;;;;;;1.20;;1037.4000000
Kepler-279 c;1;3;Transit;35.73557190;3.570;;0.000000;44.88;660;86.520;6781.00;1.10;;1037.4000000
Kepler-279 c;1;3;Transit;35.73536160;;;;;;;6689.45;1.42;0.519;1037.4000000
Kepler-279 c;1;3;Transit;35.73557190;5.610;;;;;;6488.00;1.32;;1037.4000000
Kepler-279 c;1;3;Transit;35.74113000;4.300;;0.000000;;699;87.660;6779.00;1.31;;1037.4000000
Kepler-279 c;1;3;Transit;35.73432746;;;;;;;6689.45;1.42;0.519;1037.4000000
Kepler-279 c;1;3;Transit;35.73600000;4.300;49.40000;;;;;;1.10;;1037.4000000
Kepler-279 c;1;3;Transit;35.73536160;5.470;;0.000000;84.66;774;87.090;6366.00;1.16;;1037.4000000
Kepler-279 c;1;3;Transit;35.73557190;3.570;;0.000000;44.88;660;86.520;6781.00;1.10;;1037.4000000
Kepler-279 d;1;3;Transit;54.42054070;3.200;;0.000000;25.60;574;87.090;6781.00;1.10;;1037.4000000
Kepler-279 d;1;3;Transit;54.42054070;4.760;;;;;;6488.00;1.32;;1037.4000000
Kepler-279 d;1;3;Transit;54.41400000;3.100;37.50000;;;;;;1.10;;1037.4000000
Kepler-279 d;1;3;Transit;54.42054070;3.200;;0.000000;25.60;574;87.090;6781.00;1.10;;1037.4000000
Kepler-279 d;1;3;Transit;54.42054070;3.200;;0.000000;25.60;574;87.090;6781.00;1.10;;1037.4000000
Kepler-279 d;1;3;Transit;54.41605504;;;;;;;6689.45;1.42;0.519;1037.4000000
Kepler-279 d;1;3;Transit;54.39950000;3.100;;0.000000;;607;87.660;6779.00;1.31;;1037.4000000
Kepler-279 d;1;3;Transit;54.42054070;;;;;;;6689.45;1.42;0.519;1037.4000000
Kepler-279 d;1;3;Transit;;4.285;;;35.74;;;6363.00;;;1037.4000000
Kepler-279 d;1;3;Transit;54.41400000;4.300;4.50000;;;;;;1.20;;1037.4000000
Kepler-28 b;1;2;Transit;5.91227323;;;;;;;4660.99;0.74;-0.745;438.3590000
Kepler-28 b;1;2;Transit;;1.971;;;62.58;;;4674.00;;;438.3590000
Kepler-28 b;1;2;Transit;5.91226830;1.920;;0.000000;27.72;585;87.660;4072.00;0.59;;438.3590000
Kepler-28 b;1;2;Transit;5.91227323;1.730;;0.000000;27.72;585;89.510;4072.00;0.59;;438.3590000
Kepler-28 b;1;2;Transit;5.91212988;1.860;;;;583;;4072.00;0.59;;438.3590000
Kepler-28 b;1;2;Transit;5.91226830;1.920;;0.000000;27.72;585;87.660;4072.00;0.59;;438.3590000
Kepler-28 b;1;2;Transit;5.91226830;1.920;;0.000000;27.72;585;87.660;4072.00;0.59;;438.3590000
Kepler-28 b;1;2;Transit;5.91226200;2.170;;0.000000;;694;86.520;4663.00;0.66;;438.3590000
Kepler-28 b;1;2;Transit;5.91200000;2.930;8.80000;;;;;;0.59;;438.3590000
Kepler-28 b;1;2;Transit;5.91230000;3.600;479.90000;;;;;4590.00;0.75;;438.3590000
Kepler-28 b;1;2;Transit;5.91000000;1.959;1.63000;;;;;4499.30;0.68;;438.3590000
Kepler-28 b;1;2;Transit;5.91227219;;;;;;;4660.99;0.74;-0.745;438.3590000
Kepler-28 b;1;2;Transit;5.91226830;2.410;;;;;;4690.00;0.77;;438.3590000
Kepler-28 c;1;2;Transit;8.98584768;1.940;;0.000000;15.86;509;87.090;4072.00;0.59;;438.3590000
Kepler-28 c;1;2;Transit;8.98596954;1.730;;;;507;;4072.00;0.59;;438.3590000
Kepler-28 c;1;2;Transit;8.98581901;1.650;;0.000000;15.90;509;89.980;4072.00;0.59;;438.3590000
Kepler-28 c;1;2;Transit;8.98584768;1.940;;0.000000;15.86;509;87.090;4072.00;0.59;;438.3590000
Kepler-28 c;1;2;Transit;8.98570000;2.020;;0.000000;;604;87.660;4663.00;0.66;;438.3590000
Kepler-28 c;1;2;Transit;8.98584768;1.940;;0.000000;15.86;509;87.090;4072.00;0.59;;438.3590000
Kepler-28 c;1;2;Transit;8.98584700;;;;;;;4660.99;0.74;-0.745;438.3590000
Kepler-28 c;1;2;Transit;8.98584768;2.410;;;;;;4690.00;0.77;;438.3590000
Kepler-28 c;1;2;Transit;8.98600000;2.770;10.90000;;;;;;0.59;;438.3590000
Kepler-28 c;1;2;Transit;8.99000000;1.857;2.06000;0.017000;;;;4499.30;0.68;;438.3590000
Kepler-28 c;1;2;Transit;8.98581901;;;;;;;4660.99;0.74;-0.745;438.3590000
Kepler-28 c;1;2;Transit;;1.879;;;35.90;;;4674.00;;;438.3590000
Kepler-28 c;1;2;Transit;8.98580000;3.400;432.23000;;;;;4590.00;0.75;;438.3590000
Kepler-280 b;1;2;Transit;2.13954200;1.450;;;;;;5744.00;;;780.3610000
Kepler-280 b;1;2;Transit;2.13955630;1.760;;0.000000;974.30;1425;87.190;5534.00;0.93;;780.3610000
Kepler-280 b;1;2;Transit;2.13955650;1.420;;0.000000;704.45;1314;89.380;5741.00;0.93;;780.3610000
Kepler-280 b;1;2;Transit;2.13955650;1.420;;0.000000;704.45;1314;89.380;5741.00;0.93;;780.3610000
Kepler-280 b;1;2;Transit;2.13955119;;;;;;;5451.96;0.95;-0.064;780.3610000
Kepler-280 b;1;2;Transit;2.13955650;1.520;;;;;;5657.00;0.96;;780.3610000
Kepler-280 b;1;2;Transit;2.13953869;;;;;;;5451.96;0.95;-0.064;780.3610000
Kepler-280 b;1;2;Transit;2.13955630;;;;;;;5451.96;0.95;-0.064;780.3610000
Kepler-280 b;1;2;Transit;2.13956400;1.400;;0.000000;;1311;88.240;5738.00;0.96;;780.3610000
Kepler-280 b;1;2;Transit;;1.613;;;821.89;;;5541.00;;;780.3610000
Kepler-280 b;1;2;Transit;2.13955650;1.420;;0.000000;704.45;1314;89.380;5741.00;0.93;;780.3610000
Kepler-280 c;1;2;Transit;4.80710325;2.960;;0.000000;330.84;1088;86.650;5534.00;0.93;;780.3610000
Kepler-280 c;1;2;Transit;;2.708;;;279.08;;;5541.00;;;780.3610000
Kepler-280 c;1;2;Transit;4.80710325;;;;;;;5451.96;0.95;-0.064;780.3610000
Kepler-280 c;1;2;Transit;4.80709959;1.840;;0.000000;239.83;1004;89.380;5741.00;0.93;;780.3610000
Kepler-280 c;1;2;Transit;4.80710342;;;;;;;5451.96;0.95;-0.064;780.3610000
Kepler-280 c;1;2;Transit;4.80709100;2.010;;;;;;5744.00;;;780.3610000
Kepler-280 c;1;2;Transit;4.80709959;1.840;;0.000000;239.83;1004;89.380;5741.00;0.93;;780.3610000
Kepler-280 c;1;2;Transit;4.80707800;2.410;;0.000000;;1000;85.940;5738.00;0.96;;780.3610000
Kepler-280 c;1;2;Transit;4.80709998;;;;;;;5451.96;0.95;-0.064;780.3610000
Kepler-280 c;1;2;Transit;4.80709959;2.040;;;;;;5657.00;0.96;;780.3610000
Kepler-280 c;1;2;Transit;4.80709959;1.840;;0.000000;239.83;1004;89.380;5741.00;0.93;;780.3610000
Kepler-281 b;1;3;Transit;;3.245;;;118.25;;;5723.00;;;1745.4500000
Kepler-281 b;1;3;Transit;14.64627064;2.330;;0.000000;54.95;694;88.810;5717.00;0.98;;1745.4500000
Kepler-281 b;1;3;Transit;14.64613000;2.200;;0.000000;;676;87.660;5675.00;0.94;;1745.4500000
Kepler-281 b;1;3;Transit;14.64633684;;;;;;;5461.00;0.95;0.146;1745.4500000
Kepler-281 b;1;3;Transit;14.64627064;2.330;;0.000000;54.95;694;88.810;5717.00;0.98;;1745.4500000
Kepler-281 b;1;3;Transit;14.64627064;2.330;;0.000000;54.95;694;88.810;5717.00;0.98;;1745.4500000
Kepler-281 b;1;3;Transit;14.64600800;2.820;;;;;;5723.00;;;1745.4500000
Kepler-281 b;1;3;Transit;14.64613058;;;;;;;5461.00;0.95;0.146;1745.4500000
Kepler-281 b;1;3;Transit;14.64613058;2.220;;0.000000;54.95;694;88.090;5717.00;0.98;;1745.4500000
Kepler-281 b;1;3;Transit;14.64614111;;;;;;;5461.00;0.95;0.146;1745.4500000
Kepler-281 b;1;3;Transit;14.64627064;2.410;;;;;;5623.00;0.95;;1745.4500000
Kepler-281 c;1;3;Transit;36.33750453;5.300;;0.000000;16.36;513;88.170;5717.00;0.98;;1745.4500000
Kepler-281 c;1;3;Transit;36.33730238;5.390;;0.000000;16.36;513;88.240;5717.00;0.98;;1745.4500000
Kepler-281 c;1;3;Transit;36.33730238;5.670;;;;;;5623.00;0.95;;1745.4500000
Kepler-281 c;1;3;Transit;36.33725707;;;;;;;5461.00;0.95;0.146;1745.4500000
Kepler-281 c;1;3;Transit;36.33750453;;;;;;;5461.00;0.95;0.146;1745.4500000
Kepler-281 c;1;3;Transit;;7.747;;;35.20;;;5723.00;;;1745.4500000
Kepler-281 c;1;3;Transit;36.33737300;5.310;;;;;;5723.00;;;1745.4500000
Kepler-281 c;1;3;Transit;36.33755487;;;;;;;5461.00;0.95;0.146;1745.4500000
Kepler-281 c;1;3;Transit;36.33730238;5.390;;0.000000;16.36;513;88.240;5717.00;0.98;;1745.4500000
Kepler-281 c;1;3;Transit;36.33730238;5.390;;0.000000;16.36;513;88.240;5717.00;0.98;;1745.4500000
Kepler-281 c;1;3;Transit;36.33767000;4.900;;0.000000;;499;88.240;5675.00;0.94;;1745.4500000
Kepler-281 d;1;3;Transit;148.26820000;18.000;;0.000000;;313;89.380;5675.00;0.94;;1745.4500000
Kepler-281 d;1;3;Transit;148.27226710;4.520;;0.000000;2.51;321;89.950;5717.00;0.98;;1745.4500000
Kepler-281 d;1;3;Transit;148.27201300;4.300;;0.000000;2.51;321;89.660;5717.00;0.98;;1745.4500000
Kepler-281 d;1;3;Transit;148.27200320;5.937;;;;;;5717.00;0.98;;1745.4500000
Kepler-281 d;1;3;Transit;148.27228643;;;;;;;5461.00;0.95;0.146;1745.4500000
Kepler-281 d;1;3;Transit;148.27226710;4.520;;0.000000;2.51;321;89.950;5717.00;0.98;;1745.4500000
Kepler-281 d;1;3;Transit;148.27201300;;;;;;;5461.00;0.95;0.146;1745.4500000
Kepler-281 d;1;3;Transit;148.27226710;4.520;;0.000000;2.51;321;89.950;5717.00;0.98;;1745.4500000
Kepler-282 b;1;4;Transit;9.22068890;1.040;;0.000000;134.48;868;89.380;6102.00;0.97;;1337.6100000
Kepler-282 b;1;4;Transit;9.22068890;1.070;;;;;;5699.00;0.90;;1337.6100000
Kepler-282 b;1;4;Transit;9.22076910;;;;;;;5848.00;1.06;0.106;1337.6100000
Kepler-282 b;1;4;Transit;9.22123000;1.290;;0.000000;;910;85.940;6144.00;1.08;;1337.6100000
Kepler-282 b;1;4;Transit;9.22068890;1.040;;0.000000;134.48;868;89.380;6102.00;0.97;;1337.6100000
Kepler-282 b;1;4;Transit;;1.363;;;195.94;;;5656.00;;;1337.6100000
Kepler-282 b;1;4;Transit;9.22046636;;;;;;;5848.00;1.06;0.106;1337.6100000
